CompName,closedate,OppStage,OppName,Desc,amount,prob
Youtags,2/6/22,Upside,Customer-focused impactful analyzer,visualize user-centric action-items,1190444,100
Bluejam,5/6/22,Commit,Innovative hybrid moratorium,strategize customized ROI,1206608,80
Zoonder,11/3/22,Discovery,Pre-emptive empowering access,orchestrate next-generation web-readiness,9424012,60
Devpoint,6/15/22,Won,Operative zero administration help-desk,maximize compelling e-tailers,865263,20
Dabshots,3/13/22,Upside,Synchronised static standardization,incentivize rich channels,8629861,20
Babblestorm,1/13/22,Won,Grass-roots value-added encoding,deploy bricks-and-clicks experiences,6941234,100
Kwinu,3/8/23,Discovery,Open-architected regional system engine,architect cross-media infrastructures,4873905,60
Camido,4/14/22,Discovery,Right-sized real-time circuit,transition collaborative e-markets,975144,80
Voomm,11/7/22,Upside,Monitored modular encryption,engage 24/365 bandwidth,2377900,40
Wordware,12/11/22,Open,Devolved attitude-oriented frame,empower revolutionary communities,6332137,100
Centimia,2/24/23,Commit,Mandatory web-enabled moratorium,incentivize rich bandwidth,805532,60
Camimbo,8/12/22,Open,Managed real-time database,reinvent out-of-the-box eyeballs,3842498,60
Jabbercube,4/11/22,Won,Cloned logistical process improvement,iterate visionary solutions,6365657,60
Cogibox,4/17/22,Won,Inverse even-keeled knowledge user,orchestrate user-centric interfaces,6993824,20
Realbuzz,7/25/22,Upside,Organized static service-desk,seize integrated channels,8724595,60
Mudo,8/4/22,Discovery,Upgradable responsive infrastructure,strategize real-time e-business,9953527,40
Voolith,2/25/22,Lost,Cross-platform 24/7 matrices,visualize dynamic web services,6968483,80
Oyoloo,1/10/23,Lost,Monitored grid-enabled orchestration,brand mission-critical convergence,1330026,100
Rooxo,7/29/22,Upside,Sharable exuding workforce,implement bleeding-edge architectures,4624272,20
Zoomzone,10/31/22,Won,Realigned client-driven core,maximize frictionless interfaces,207950,100
Zava,1/15/22,Open,Virtual leading edge algorithm,visualize magnetic users,9805792,40
Devify,6/18/22,Commit,Future-proofed demand-driven infrastructure,monetize out-of-the-box niches,290180,40
Eabox,5/18/22,Won,Exclusive client-server algorithm,embrace synergistic vortals,1591887,100
Dynabox,2/11/23,Lost,Seamless object-oriented database,syndicate dot-com interfaces,4489703,80
Trudoo,3/1/22,Upside,Right-sized clear-thinking throughput,benchmark back-end portals,9437739,20
Skibox,7/3/22,Lost,Re-contextualized composite complexity,scale integrated platforms,1114140,100
Riffwire,2/1/23,Discovery,Triple-buffered logistical approach,deploy distributed technologies,7916611,40
Kare,4/28/22,Lost,Synergistic reciprocal application,architect dot-com deliverables,6684620,20
Brainsphere,2/27/22,Upside,Fundamental intangible solution,benchmark web-enabled methodologies,3952567,20
Flipbug,10/24/22,Lost,Managed content-based architecture,scale interactive applications,8765516,100
Aivee,9/10/22,Won,Inverse optimizing core,cultivate collaborative content,2707222,80
Linkbuzz,11/14/22,Discovery,Pre-emptive impactful synergy,incentivize virtual niches,6857144,40
Muxo,8/19/22,Open,Centralized 24/7 forecast,enhance customized e-markets,2428526,20
Shufflebeat,1/1/22,Won,Progressive attitude-oriented middleware,grow sticky portals,8412862,40
Avaveo,1/23/22,Won,Extended web-enabled moderator,recontextualize sexy metrics,9608164,60
Devpulse,3/9/23,Commit,Up-sized multimedia initiative,embrace killer e-commerce,8259750,20
Rhynyx,8/10/22,Won,Reactive explicit help-desk,iterate magnetic relationships,1703428,60
Jetwire,1/11/23,Open,Advanced homogeneous portal,seize strategic vortals,4337741,100
Yotz,1/17/22,Commit,Streamlined global matrix,whiteboard clicks-and-mortar partnerships,6175275,40
Voolith,8/20/22,Upside,Programmable asymmetric conglomeration,matrix innovative users,9313667,80
Skinder,11/10/22,Open,Organized human-resource workforce,orchestrate value-added e-commerce,5367852,60
Eabox,11/21/22,Lost,Reactive local solution,utilize customized e-services,6282588,100
DabZ,5/11/22,Commit,Front-line local emulation,facilitate killer models,3859130,80
Tagcat,3/16/22,Open,Optimized intermediate parallelism,innovate frictionless metrics,4998012,80
Agivu,8/13/22,Open,Universal scalable monitoring,unleash viral e-markets,7852456,80
Youspan,12/21/22,Lost,User-friendly optimizing circuit,harness best-of-breed relationships,6973976,100
Aimbo,11/21/22,Upside,Customizable grid-enabled installation,drive revolutionary portals,2087167,60
Zoovu,6/2/22,Lost,Open-source demand-driven architecture,seize proactive networks,7070470,80
Jabbertype,3/29/22,Discovery,Seamless disintermediate access,redefine cross-platform mindshare,3673995,100
Dynava,8/25/22,Open,Implemented analyzing groupware,recontextualize magnetic infomediaries,8430672,60
Oodoo,1/23/23,Lost,Integrated value-added application,synergize bleeding-edge content,2556297,20
Oyonder,8/15/22,Won,Implemented dedicated capability,engineer plug-and-play bandwidth,666292,40
Kwinu,4/9/22,Discovery,Compatible grid-enabled protocol,harness ubiquitous schemas,4227239,100
Agivu,2/21/23,Open,Fundamental actuating internet solution,target cross-media mindshare,8275548,20
Jabbersphere,5/8/22,Open,Team-oriented dynamic ability,synthesize collaborative communities,9715630,100
Topicstorm,9/15/22,Won,Persistent responsive frame,synthesize integrated web-readiness,3845943,40
Wordware,12/3/22,Open,Upgradable even-keeled frame,reintermediate front-end e-commerce,6705963,80
Roomm,10/30/22,Discovery,Polarised solution-oriented protocol,harness global ROI,6312549,80
Fivechat,5/19/22,Discovery,Streamlined 24/7 infrastructure,aggregate rich networks,6629545,80
Kazu,9/14/22,Discovery,Centralized motivating support,expedite virtual bandwidth,669461,20
Skimia,11/29/22,Won,Team-oriented scalable complexity,incentivize viral infrastructures,3159113,80
Oloo,7/16/22,Commit,Persistent clear-thinking architecture,cultivate strategic platforms,1822880,60
Katz,4/9/22,Commit,Advanced 24 hour paradigm,maximize granular architectures,8461102,20
Skipfire,4/23/22,Discovery,Extended object-oriented internet solution,recontextualize user-centric eyeballs,3205682,80
Feedbug,1/27/23,Upside,Polarised transitional approach,strategize out-of-the-box e-business,1868452,20
Izio,7/25/22,Upside,Advanced zero tolerance leverage,redefine distributed interfaces,6529048,100
Fatz,11/25/22,Open,Vision-oriented value-added leverage,extend magnetic markets,5935155,80
Rhynoodle,11/19/22,Upside,Object-based uniform capacity,monetize innovative convergence,4577389,40
Oodoo,8/8/22,Won,Upgradable national policy,extend killer systems,3573065,60
Mymm,11/12/22,Upside,Open-source disintermediate task-force,grow plug-and-play schemas,4168706,100
Skaboo,2/26/22,Upside,Automated hybrid capability,unleash virtual e-services,7601257,60
Jetpulse,9/1/22,Upside,Self-enabling multimedia instruction set,leverage frictionless convergence,1583781,20
Gabtype,2/11/22,Discovery,Innovative coherent hub,disintermediate 24/365 vortals,4465277,20
Jabbercube,12/25/22,Won,Grass-roots dedicated complexity,exploit extensible synergies,1707195,100
Muxo,3/12/22,Won,Devolved reciprocal process improvement,target integrated ROI,7750114,80
Oloo,1/21/22,Won,Configurable background projection,syndicate web-enabled portals,2291011,60
Twitterbeat,11/22/22,Commit,Reactive content-based forecast,transition leading-edge solutions,5846261,80
Buzzster,10/1/22,Upside,Profit-focused discrete installation,synthesize value-added solutions,1960262,40
Jabberstorm,10/12/22,Upside,Persistent encompassing process improvement,enable bricks-and-clicks platforms,3292234,60
Realcube,6/16/22,Discovery,Public-key system-worthy paradigm,architect enterprise functionalities,2334018,80
Roombo,7/17/22,Won,Digitized empowering adapter,revolutionize user-centric supply-chains,6184821,60
Rhynyx,4/5/22,Open,Multi-lateral content-based structure,deliver viral channels,496888,20
Meevee,1/6/23,Discovery,Vision-oriented demand-driven definition,enhance 24/365 content,6576735,100
Jetwire,7/15/22,Discovery,Managed interactive infrastructure,orchestrate seamless niches,374061,40
Geba,6/3/22,Won,Up-sized multimedia open system,streamline transparent markets,5637109,20
Ailane,1/24/22,Upside,Networked executive time-frame,exploit e-business mindshare,7768970,80
Quatz,12/10/22,Lost,Self-enabling regional forecast,monetize proactive infomediaries,7535514,40
Vitz,6/17/22,Lost,Front-line hybrid protocol,cultivate global bandwidth,9624013,80
Skimia,3/23/22,Discovery,Phased cohesive migration,mesh e-business systems,5274343,60
Avamba,11/8/22,Commit,Horizontal system-worthy collaboration,mesh out-of-the-box portals,9901722,100
Aimbo,6/8/22,Open,Versatile bottom-line conglomeration,innovate open-source e-tailers,7829656,100
Realcube,1/23/22,Discovery,User-centric intermediate architecture,enhance wireless web-readiness,7948488,60
Quamba,3/7/23,Lost,Configurable value-added throughput,empower one-to-one vortals,2564405,80
Tagfeed,1/21/22,Won,Synergized value-added application,architect dynamic infrastructures,323193,100
Wikizz,9/9/22,Commit,Vision-oriented non-volatile help-desk,incubate distributed solutions,4115701,40
Edgeify,10/20/22,Lost,Open-source background conglomeration,empower best-of-breed action-items,2189778,20
Meejo,11/4/22,Discovery,Centralized 4th generation function,recontextualize leading-edge infomediaries,5587336,80
Devpoint,9/14/22,Upside,Face to face motivating architecture,deliver interactive relationships,3087459,60
Shufflester,3/17/22,Won,Expanded discrete superstructure,strategize enterprise markets,3797801,40
Bubblebox,8/3/22,Open,Realigned contextually-based customer loyalty,enable world-class e-markets,7472574,60
Centizu,11/29/22,Upside,Compatible multimedia archive,transform sticky eyeballs,3207478,100
Ntag,10/24/22,Commit,Organized value-added budgetary management,integrate viral e-tailers,2476441,40
Skyndu,1/6/23,Won,Realigned dynamic flexibility,reinvent customized deliverables,2454672,80
Gabspot,3/6/22,Commit,Distributed secondary encryption,seize end-to-end deliverables,5053175,60
Flashdog,8/28/22,Upside,Diverse 5th generation capacity,exploit plug-and-play initiatives,91158,40
Innojam,4/30/22,Lost,Multi-lateral client-driven archive,repurpose transparent interfaces,9374745,20
Zoombox,8/22/22,Discovery,Cross-group intermediate middleware,matrix transparent networks,4697997,80
Ainyx,2/15/22,Upside,Organized user-facing core,e-enable wireless systems,3794696,40
Leexo,9/14/22,Open,Business-focused discrete focus group,syndicate cutting-edge functionalities,9023126,100
Innotype,8/28/22,Lost,Multi-lateral transitional support,matrix next-generation e-commerce,9535487,60
Oozz,2/14/23,Upside,Exclusive 4th generation groupware,transition compelling architectures,1806899,60
Oyoloo,5/11/22,Open,Networked transitional array,optimize bleeding-edge bandwidth,2220955,80
Kimia,12/27/22,Open,Synergized motivating help-desk,e-enable seamless deliverables,2170027,20
Twitternation,1/27/22,Open,Inverse zero tolerance database,integrate integrated networks,8237070,80
Blogspan,2/24/23,Won,Phased next generation info-mediaries,harness wireless bandwidth,2483486,20
Camido,7/9/22,Upside,Grass-roots 4th generation project,harness next-generation eyeballs,5345180,20
Thoughtbridge,12/3/22,Lost,Mandatory value-added groupware,engage mission-critical networks,2631781,40
Blogtag,2/1/23,Upside,Organic logistical database,incentivize open-source communities,1046497,20
Fadeo,11/3/22,Upside,Switchable executive moratorium,innovate frictionless initiatives,9643928,100
Quire,1/21/22,Open,Implemented systemic secured line,empower holistic platforms,6565372,80
Photolist,11/24/22,Commit,Networked value-added ability,enable proactive experiences,4794864,80
Realbridge,2/11/22,Open,Cross-group modular infrastructure,iterate granular e-markets,4883836,40
Meedoo,2/5/23,Discovery,Multi-channelled zero tolerance monitoring,whiteboard visionary users,6292482,20
Skimia,1/22/22,Won,Profit-focused even-keeled info-mediaries,expedite front-end metrics,5961387,20
Abata,11/8/22,Open,Persistent composite process improvement,recontextualize next-generation niches,106481,60
Tagfeed,11/27/22,Won,Robust optimal ability,scale 24/7 synergies,6268252,60
Shufflebeat,1/28/22,Discovery,Reduced asymmetric task-force,facilitate B2C architectures,8497516,40
Latz,6/17/22,Commit,Multi-layered upward-trending process improvement,aggregate holistic convergence,7039047,100
Voolith,5/20/22,Won,Persistent scalable focus group,mesh sexy communities,5696138,80
Oyoyo,1/20/22,Commit,Optimized demand-driven focus group,productize bleeding-edge ROI,8511197,100
Topiclounge,4/13/22,Discovery,Versatile needs-based protocol,architect next-generation interfaces,7392243,20
Mymm,3/15/22,Commit,Devolved 6th generation project,revolutionize impactful web-readiness,9019137,40
Jabbersphere,4/12/22,Upside,Ergonomic reciprocal strategy,repurpose B2B initiatives,9690372,80
Skippad,5/14/22,Discovery,Right-sized optimizing Graphic Interface,synergize cross-media platforms,7684504,80
Wikizz,9/2/22,Lost,Versatile user-facing core,architect 24/7 metrics,3255400,100
Gabtype,7/25/22,Commit,Future-proofed stable capacity,streamline user-centric models,9185027,100
Livetube,1/26/23,Open,Synergized reciprocal interface,matrix next-generation e-markets,3803866,60
Rhyloo,10/19/22,Discovery,Enhanced next generation standardization,seize customized partnerships,7429641,80
Eare,4/19/22,Upside,Digitized composite neural-net,reintermediate world-class web-readiness,5452619,60
Topicblab,6/8/22,Commit,Progressive discrete utilisation,strategize B2C e-business,3218628,100
Zoomzone,1/5/23,Lost,Reactive bandwidth-monitored hardware,reintermediate proactive channels,861137,40
Linkbuzz,7/25/22,Won,Function-based local local area network,engineer B2C applications,3232366,20
Linkbridge,7/10/22,Upside,Multi-lateral 6th generation extranet,matrix transparent channels,7022077,20
Midel,3/19/22,Open,Extended systemic customer loyalty,facilitate holistic platforms,6591369,100
Dynava,4/5/22,Won,Proactive bi-directional open system,expedite next-generation portals,6593019,100
Voonder,5/10/22,Upside,Object-based multimedia success,synergize integrated architectures,6354933,100
Ntags,3/6/23,Open,Synchronised next generation access,architect extensible architectures,8409917,80
Eayo,11/14/22,Commit,Open-architected even-keeled synergy,transform mission-critical platforms,4093830,40
Gabvine,10/12/22,Discovery,User-centric didactic benchmark,expedite bleeding-edge systems,9566918,20
Voomm,12/9/22,Open,Customizable zero defect function,visualize dynamic web services,4041984,20
Voonte,4/14/22,Discovery,Pre-emptive needs-based monitoring,engineer value-added eyeballs,1996724,40
Mynte,10/5/22,Open,Horizontal client-driven focus group,syndicate compelling convergence,3938215,20
Linkbridge,10/11/22,Discovery,Cloned secondary firmware,reinvent sticky convergence,643261,100
Mycat,6/23/22,Commit,Triple-buffered dynamic hardware,synthesize ubiquitous content,7882160,20
Eimbee,2/22/22,Upside,Persevering 6th generation framework,strategize ubiquitous e-services,5669818,40
Mymm,1/15/23,Lost,Upgradable attitude-oriented middleware,target 24/7 e-services,3004973,100
Jabberbean,12/1/22,Won,Centralized multi-state access,synergize granular models,620216,20
Tagchat,1/14/22,Open,Up-sized value-added architecture,empower intuitive functionalities,1446105,40
Flipopia,4/19/22,Lost,Implemented background orchestration,unleash intuitive infomediaries,4827939,60
Realmix,2/24/22,Commit,Enterprise-wide mobile protocol,innovate bleeding-edge initiatives,709528,80
Browsebug,9/4/22,Lost,Streamlined intermediate internet solution,drive next-generation channels,2745511,60
Dynazzy,2/16/22,Upside,De-engineered mission-critical initiative,utilize next-generation eyeballs,8683260,20
Devpoint,4/16/22,Commit,Virtual regional portal,transform magnetic markets,3459523,60
Blognation,1/30/22,Discovery,Face to face 24/7 toolset,synergize strategic networks,740153,80
Mycat,1/11/23,Upside,Business-focused content-based customer loyalty,optimize ubiquitous bandwidth,2325811,80
Npath,7/18/22,Won,Right-sized motivating software,engineer impactful e-markets,4404522,100
Bluezoom,10/22/22,Lost,Horizontal zero administration synergy,reintermediate sticky solutions,3623046,20
Buzzshare,1/31/22,Upside,Multi-lateral uniform capacity,facilitate intuitive web services,1193871,80
Oozz,2/8/23,Won,Assimilated stable standardization,productize value-added web-readiness,9445582,40
Viva,1/13/23,Won,Decentralized intermediate flexibility,scale world-class paradigms,2662583,100
Jabberbean,1/16/23,Upside,Triple-buffered homogeneous local area network,monetize visionary systems,3019816,100
Mydeo,7/2/22,Discovery,Business-focused reciprocal info-mediaries,reintermediate interactive e-business,912085,40
Skalith,9/6/22,Won,Inverse systemic info-mediaries,seize killer initiatives,7274265,20
Agivu,9/9/22,Upside,Right-sized heuristic capacity,harness vertical solutions,3916594,80
Youopia,2/17/23,Lost,Advanced even-keeled utilisation,maximize clicks-and-mortar e-tailers,910523,40
Yodoo,2/7/23,Lost,Horizontal user-facing knowledge user,enable bricks-and-clicks portals,3249910,60
Livefish,2/20/22,Lost,Integrated object-oriented success,synthesize user-centric methodologies,8765473,60
Livefish,9/10/22,Discovery,Total tertiary time-frame,exploit proactive partnerships,6701372,40
Eazzy,1/31/23,Commit,Balanced encompassing groupware,reinvent turn-key applications,8150674,80
Browsebug,1/30/23,Discovery,Team-oriented neutral neural-net,deliver magnetic systems,9854695,60
Youopia,10/23/22,Lost,Right-sized executive moratorium,enhance B2C technologies,8907074,60
Oyoyo,7/10/22,Open,Horizontal transitional support,transition granular initiatives,7863381,40
Quatz,12/30/22,Open,Phased actuating open system,facilitate rich initiatives,8400999,100
Oodoo,10/12/22,Won,Configurable exuding concept,generate real-time e-business,63611,20
Gevee,3/25/22,Upside,Intuitive web-enabled intranet,evolve out-of-the-box models,5678714,60
Skippad,11/14/22,Discovery,Optional needs-based implementation,synergize dynamic experiences,5401294,60
Trudeo,12/18/22,Commit,Digitized didactic emulation,e-enable scalable deliverables,6671585,100
Photojam,2/2/23,Discovery,Mandatory bi-directional time-frame,strategize integrated convergence,3077442,60
LiveZ,9/17/22,Upside,Quality-focused directional moderator,harness frictionless technologies,3069725,40
Wikido,5/28/22,Discovery,Customizable interactive budgetary management,strategize efficient content,7791491,60
Gabcube,3/1/23,Discovery,Down-sized intermediate access,monetize efficient models,6872431,40
Blogspan,1/15/23,Lost,Team-oriented interactive hardware,orchestrate visionary partnerships,5937752,20
Shufflebeat,3/10/23,Open,Programmable 6th generation open system,grow sexy models,2433633,20
Wordtune,9/27/22,Lost,Enhanced system-worthy synergy,visualize efficient channels,5983217,80
Browsezoom,3/9/23,Commit,Switchable responsive database,implement web-enabled e-tailers,8075787,80
Innojam,3/16/22,Commit,Innovative scalable encryption,revolutionize turn-key technologies,7347440,80
Brainsphere,1/26/22,Upside,Centralized coherent parallelism,recontextualize proactive partnerships,400214,40
LiveZ,1/11/23,Discovery,Programmable contextually-based infrastructure,monetize proactive infrastructures,9585408,40
Tanoodle,3/5/22,Commit,Multi-lateral dedicated implementation,engineer synergistic solutions,2064720,20
Plambee,8/1/22,Lost,Integrated next generation capacity,reintermediate magnetic synergies,7532468,60
Skinte,11/6/22,Won,Secured encompassing definition,innovate killer initiatives,113603,40
Skidoo,12/18/22,Discovery,Stand-alone value-added algorithm,deliver leading-edge web services,874155,60
Voonyx,7/11/22,Upside,User-friendly bi-directional encoding,enable out-of-the-box web services,2559877,60
Livepath,1/1/23,Discovery,Multi-channelled regional framework,transition robust schemas,9470483,20
Youspan,7/20/22,Upside,Open-source global forecast,evolve best-of-breed networks,1327010,100
Riffpedia,12/3/22,Upside,Fully-configurable 3rd generation extranet,matrix proactive functionalities,6752448,40
Oyondu,3/1/22,Upside,Switchable intermediate policy,architect cutting-edge eyeballs,3073751,60
Skaboo,11/8/22,Open,Balanced incremental time-frame,orchestrate 24/7 vortals,5569271,100
Brightbean,3/17/22,Upside,Object-based client-driven info-mediaries,harness one-to-one synergies,7015814,60
Photobean,10/19/22,Discovery,Extended interactive database,architect plug-and-play infrastructures,7629434,60
Twitterbeat,3/24/22,Lost,Face to face methodical ability,expedite vertical communities,3735766,60
Gevee,2/10/23,Open,Quality-focused object-oriented leverage,engage wireless e-tailers,7446774,20
Youspan,8/12/22,Commit,Digitized web-enabled archive,incubate integrated metrics,1092285,20
Ntag,8/7/22,Lost,Mandatory asymmetric help-desk,e-enable end-to-end architectures,4323469,100
Realpoint,2/8/22,Open,Extended secondary knowledge user,synergize proactive architectures,4867438,20
Voomm,4/2/22,Upside,Implemented value-added extranet,incubate mission-critical eyeballs,7009397,40
Zooxo,10/29/22,Lost,Distributed contextually-based flexibility,repurpose holistic infomediaries,1224195,60
Oyoba,3/13/22,Open,Sharable directional moderator,disintermediate holistic experiences,1508482,80
Trilia,6/30/22,Discovery,Adaptive attitude-oriented instruction set,productize innovative platforms,6848821,100
Yozio,11/20/22,Lost,Re-engineered object-oriented implementation,visualize global synergies,475582,20
Wikibox,6/17/22,Discovery,Robust leading edge migration,mesh wireless applications,2871179,80
Zoombox,9/13/22,Lost,Open-source needs-based neural-net,integrate frictionless systems,654591,60
Yodoo,8/2/22,Commit,Fundamental interactive open architecture,revolutionize best-of-breed channels,7142481,100
Abata,11/25/22,Upside,Down-sized contextually-based superstructure,engineer e-business experiences,3523782,80
Oyoyo,11/8/22,Discovery,Upgradable analyzing artificial intelligence,grow sexy technologies,8062638,60
Flipopia,10/10/22,Commit,Enhanced demand-driven matrices,monetize frictionless systems,9717258,20
Livetube,2/16/23,Open,Profit-focused uniform system engine,reinvent intuitive initiatives,8470005,20
Mudo,2/7/22,Upside,Function-based empowering architecture,reintermediate visionary vortals,585071,20
Muxo,8/30/22,Open,Cross-group mobile project,harness best-of-breed e-markets,5887929,20
Livetube,2/25/23,Upside,Automated intangible product,expedite next-generation relationships,4183954,100
Janyx,12/3/22,Open,Automated systematic artificial intelligence,e-enable cross-media architectures,4485296,80
Avavee,4/14/22,Commit,Optional real-time secured line,extend 24/7 relationships,162904,80
Livepath,6/4/22,Open,Compatible multi-tasking capacity,grow dynamic content,1117781,60
Oozz,1/5/22,Upside,Profit-focused foreground open architecture,revolutionize viral interfaces,7106348,80
Ailane,10/26/22,Discovery,Monitored fresh-thinking definition,transform 24/7 ROI,8604901,60
Digitube,8/30/22,Discovery,Team-oriented executive groupware,target sticky architectures,1915464,20
Skyble,1/28/23,Upside,Fully-configurable fault-tolerant projection,reintermediate real-time applications,6571243,100
Skilith,1/26/23,Upside,Open-architected scalable framework,extend enterprise communities,8845882,20
Eazzy,11/24/22,Upside,Enterprise-wide empowering encoding,benchmark turn-key infrastructures,6500347,20
Gigashots,7/20/22,Upside,Self-enabling national interface,productize out-of-the-box functionalities,6116044,80
Riffpedia,7/26/22,Commit,Pre-emptive optimal alliance,utilize 24/365 supply-chains,2053761,20
Photolist,5/26/22,Discovery,Configurable real-time emulation,strategize compelling platforms,3441112,60
Twitterworks,7/4/22,Upside,Virtual cohesive customer loyalty,harness turn-key models,7585639,20
Devpulse,7/3/22,Won,Vision-oriented web-enabled strategy,streamline clicks-and-mortar models,7081116,60
Eazzy,12/14/22,Commit,Multi-lateral fresh-thinking benchmark,drive next-generation applications,2069358,100
Wordtune,7/26/22,Lost,Multi-tiered modular info-mediaries,leverage plug-and-play networks,7150092,40
Devpulse,1/7/22,Upside,Profound homogeneous solution,redefine bleeding-edge infomediaries,7796196,20
Yacero,7/6/22,Commit,Polarised attitude-oriented archive,transition plug-and-play e-services,7437003,80
Oyonder,6/26/22,Commit,Right-sized neutral local area network,transition open-source web services,3210521,100
Twinte,6/5/22,Lost,Reactive directional emulation,implement innovative applications,1202996,60
Devpoint,10/24/22,Commit,Virtual leading edge product,syndicate ubiquitous experiences,2003887,20
Ooba,11/1/22,Discovery,Phased responsive solution,harness front-end relationships,9574806,40
Voonyx,1/16/22,Commit,Re-contextualized bottom-line moratorium,reinvent leading-edge interfaces,2478642,80
Skipstorm,1/4/23,Commit,Right-sized needs-based internet solution,revolutionize end-to-end content,9961822,60
Mybuzz,11/29/22,Lost,Right-sized bifurcated circuit,e-enable frictionless relationships,6173038,40
Plambee,11/27/22,Open,Enterprise-wide mobile success,morph dynamic e-markets,715788,20
Myworks,2/10/23,Won,Streamlined high-level extranet,deliver best-of-breed web-readiness,2998353,60
Yotz,1/14/22,Open,Grass-roots modular service-desk,reintermediate plug-and-play eyeballs,9241938,100
Yabox,9/6/22,Discovery,Versatile reciprocal focus group,integrate visionary deliverables,2906251,20
Skiba,1/30/22,Commit,Fundamental methodical process improvement,envisioneer seamless functionalities,860378,100
Browsezoom,12/2/22,Commit,Pre-emptive object-oriented frame,grow visionary ROI,1310188,40
Jabberstorm,7/15/22,Discovery,User-friendly analyzing hierarchy,enable revolutionary architectures,5707624,60
Flashpoint,3/31/22,Discovery,Automated analyzing infrastructure,empower sexy synergies,4915938,60
Zoomzone,2/24/23,Commit,Virtual next generation circuit,brand sticky partnerships,7650690,80
Camimbo,6/12/22,Upside,Synergized responsive data-warehouse,maximize 24/7 e-tailers,5753437,40
Wikizz,11/3/22,Open,Advanced responsive customer loyalty,recontextualize virtual bandwidth,6379152,40
Eimbee,4/18/22,Open,Streamlined cohesive circuit,generate bleeding-edge paradigms,7562430,20
Dabvine,7/29/22,Upside,Digitized human-resource internet solution,extend end-to-end deliverables,4033206,80
Topdrive,5/10/22,Discovery,Cross-platform transitional productivity,evolve innovative initiatives,4452160,80
Einti,8/22/22,Commit,Cross-group non-volatile matrix,empower front-end synergies,2431578,40
Dabvine,3/5/23,Discovery,Team-oriented solution-oriented website,whiteboard vertical channels,3066057,40
Edgeify,5/26/22,Upside,Configurable national project,integrate revolutionary e-commerce,9975763,100
Yabox,11/24/22,Commit,Quality-focused static website,iterate out-of-the-box e-business,8316338,40
Ainyx,12/17/22,Won,Distributed scalable matrix,deploy dynamic web services,3516101,20
Kwinu,4/4/22,Upside,Vision-oriented fault-tolerant core,exploit virtual initiatives,7317431,40
Cogibox,4/7/22,Won,Centralized bifurcated algorithm,iterate holistic systems,8469729,80
Brightdog,12/16/22,Lost,Switchable scalable encoding,streamline frictionless e-services,2362263,20
Fadeo,10/29/22,Commit,Advanced uniform Graphical User Interface,generate cross-platform mindshare,4005545,40
Dabshots,11/6/22,Discovery,Compatible exuding encryption,cultivate seamless infomediaries,9110680,40
Yakidoo,8/17/22,Open,Triple-buffered intermediate capacity,iterate frictionless portals,1428208,80
Agimba,3/27/22,Lost,Expanded systemic encryption,facilitate end-to-end ROI,3591799,20
Zooxo,8/6/22,Discovery,Multi-lateral maximized product,generate web-enabled methodologies,2907627,100
Jaxworks,2/11/22,Upside,Open-architected user-facing capacity,extend viral schemas,4519435,20
Feedbug,12/10/22,Lost,Ameliorated incremental capacity,disintermediate interactive e-commerce,5888776,20
Photobean,10/3/22,Lost,Future-proofed mission-critical orchestration,matrix efficient e-commerce,2402647,60
Eidel,1/17/22,Open,Open-architected needs-based project,envisioneer ubiquitous ROI,2395323,20
Oyoyo,12/8/22,Discovery,Programmable needs-based extranet,reintermediate user-centric interfaces,7892917,20
Roomm,10/30/22,Upside,Total bi-directional attitude,aggregate leading-edge models,7892866,60
Ntags,10/21/22,Open,Reverse-engineered stable system engine,reintermediate enterprise synergies,3632289,60
Browseblab,1/24/23,Won,Multi-tiered clear-thinking hub,strategize synergistic methodologies,8958093,60
Skiba,8/30/22,Discovery,Mandatory multi-tasking hub,innovate revolutionary e-services,3801647,60
Voonte,2/1/23,Open,Implemented background process improvement,repurpose one-to-one vortals,7704122,20
Twimbo,5/17/22,Upside,Future-proofed stable orchestration,brand customized eyeballs,2908173,100
Omba,10/4/22,Upside,Future-proofed mobile emulation,synthesize visionary applications,7022503,40
Pixope,3/13/22,Commit,Virtual leading edge capability,enable impactful applications,5161530,60
Jayo,3/25/22,Open,Multi-lateral hybrid installation,evolve dot-com niches,5328437,60
Tagcat,7/27/22,Won,Stand-alone intermediate project,productize compelling functionalities,388144,60
Babbleset,2/28/22,Discovery,Right-sized 4th generation structure,disintermediate web-enabled models,7157308,60
Photofeed,11/7/22,Commit,Polarised holistic capacity,productize turn-key networks,1920511,20
Feedfire,7/21/22,Upside,Function-based composite archive,deploy customized models,7199723,100
Ntag,12/4/22,Won,Managed analyzing access,streamline intuitive eyeballs,4394751,20
Skajo,2/13/22,Commit,Virtual didactic function,streamline next-generation users,2820551,100
Gigashots,6/28/22,Commit,Fundamental interactive moderator,leverage cutting-edge technologies,1610392,60
Rhybox,2/10/23,Open,Virtual foreground functionalities,maximize cutting-edge web-readiness,5489681,60
Tagtune,4/2/22,Upside,Implemented encompassing task-force,deploy virtual solutions,4123473,40
Devpoint,1/9/22,Won,Fully-configurable fault-tolerant projection,evolve distributed users,3007056,80
Ailane,1/1/23,Commit,Triple-buffered real-time circuit,redefine innovative mindshare,1459522,100
Kwinu,6/30/22,Open,Balanced optimizing archive,target wireless paradigms,7432781,80
Rhybox,12/25/22,Lost,Implemented responsive synergy,embrace real-time networks,2079419,60
