oppid,CompName,closedate,OppStage,OppName,Desc,amount,prob
390,Blogtag,5/14/2022,Upside,Enhanced dedicated installation,exploit sticky technologies,6702071,80
391,Buzzshare,11/15/2022,Won,Reactive eco-centric system engine,harness rich e-markets,3360406,40
392,Yoveo,6/3/2022,Open,Customizable heuristic contingency,integrate innovative interfaces,2953532,40
393,Thoughtblab,5/21/2022,Discovery,Operative dedicated analyzer,redefine killer eyeballs,636628,40
394,Wordtune,4/8/2022,Open,Business-focused bifurcated functionalities,strategize frictionless eyeballs,9607866,60
395,Meevee,3/19/2022,Upside,Sharable attitude-oriented product,syndicate enterprise markets,3811656,40
396,Flashpoint,6/16/2022,Discovery,Exclusive zero administration knowledge user,target magnetic systems,7359448,100
397,Skaboo,4/3/2022,Open,Managed full-range approach,seize leading-edge supply-chains,5774409,60
398,Gabspot,3/25/2022,Upside,Future-proofed regional frame,extend collaborative systems,6720722,60
399,Zoonoodle,5/6/2022,Open,Persistent motivating middleware,unleash seamless ROI,3811782,60
400,Jamia,2/26/2023,Discovery,Object-based reciprocal analyzer,iterate collaborative models,9583661,80
401,Avamm,4/7/2022,Commit,Face to face 3rd generation service-desk,generate sticky deliverables,6184993,40
402,Twinder,1/14/2022,Open,Inverse tertiary standardization,transform 24/365 e-tailers,2931430,40
403,Zoombeat,3/14/2022,Open,Phased transitional leverage,integrate proactive bandwidth,6757381,80
404,Oozz,8/27/2022,Open,Intuitive scalable local area network,benchmark extensible architectures,762318,60
405,Cogilith,4/4/2022,Commit,Synergized didactic customer loyalty,engineer e-business niches,3248291,20
406,Zoomdog,9/27/2022,Discovery,Ergonomic cohesive orchestration,facilitate 24/7 interfaces,7615926,40
407,Fivespan,6/8/2022,Upside,Persistent holistic help-desk,incubate customized partnerships,4848180,20
408,Oyoloo,11/26/2022,Commit,Managed 24/7 access,transform integrated platforms,8500883,100
409,Leenti,9/16/2022,Commit,Compatible optimal challenge,grow collaborative vortals,2397840,80
410,Jaxbean,6/6/2022,Upside,Seamless holistic functionalities,synergize robust schemas,5737764,40
411,Youfeed,1/20/2022,Commit,Ameliorated scalable workforce,brand robust models,972495,20
412,Meejo,1/10/2022,Upside,Reverse-engineered leading edge hardware,engage robust e-services,5217416,20
413,Riffpedia,2/9/2023,Lost,Polarised bottom-line solution,repurpose e-business markets,3193239,40
414,Einti,9/10/2022,Open,Monitored zero tolerance contingency,recontextualize frictionless web services,2661692,80
415,Youfeed,1/19/2023,Commit,Devolved fresh-thinking service-desk,envisioneer magnetic systems,6702203,60
416,Thoughtbeat,12/31/2022,Lost,Diverse explicit benchmark,orchestrate extensible schemas,2565621,40
417,Pixonyx,1/24/2022,Discovery,Visionary client-driven extranet,leverage transparent systems,6885521,100
418,Pixoboo,5/30/2022,Won,Innovative hybrid protocol,visualize global initiatives,1760530,20
419,Quatz,3/20/2022,Open,Managed upward-trending project,innovate open-source metrics,9354034,40
420,Realfire,5/19/2022,Upside,Compatible responsive data-warehouse,utilize dot-com experiences,4341492,100
421,Gigaclub,6/2/2022,Discovery,Reverse-engineered national installation,orchestrate efficient solutions,5626729,20
422,Brainverse,7/1/2022,Upside,Mandatory bottom-line concept,benchmark cross-platform e-business,8213040,40
423,Tazz,1/10/2023,Lost,Operative system-worthy conglomeration,enhance integrated networks,6029363,20
424,Yodo,2/16/2022,Discovery,Persevering fresh-thinking workforce,cultivate killer web-readiness,2322239,60
425,Youspan,8/18/2022,Discovery,Function-based user-facing model,generate e-business initiatives,117417,100
426,Centimia,9/5/2022,Upside,User-centric zero tolerance throughput,productize one-to-one interfaces,1123992,100
427,Tanoodle,3/29/2022,Won,Robust executive time-frame,envisioneer clicks-and-mortar solutions,1760746,40
428,Gigaclub,10/30/2022,Open,Up-sized local instruction set,disintermediate sexy e-services,4849846,60
429,Oyoyo,11/23/2022,Commit,Digitized mobile initiative,whiteboard killer ROI,4381169,20
430,Jaxspan,8/10/2022,Upside,Phased homogeneous access,target transparent e-markets,1971547,100
431,Skyble,2/14/2023,Open,Versatile analyzing open architecture,brand proactive convergence,6793308,100
432,Yakitri,6/8/2022,Won,Fundamental client-server encryption,syndicate cutting-edge e-commerce,2563157,20
433,Thoughtstorm,3/15/2023,Open,Inverse tangible Graphic Interface,aggregate seamless technologies,1489965,80
434,Babblestorm,4/12/2022,Lost,Realigned empowering challenge,morph plug-and-play initiatives,6980872,40
435,Skinder,8/9/2022,Won,Re-engineered zero administration methodology,synergize extensible partnerships,2231607,80
436,Twiyo,8/22/2022,Lost,Intuitive intangible Graphic Interface,strategize sticky relationships,5956311,100
437,Aimbo,9/24/2022,Lost,Optional uniform utilisation,engineer integrated e-services,114787,40
438,Feedbug,3/9/2023,Upside,Team-oriented impactful protocol,transition bricks-and-clicks vortals,6229463,60
439,Vinder,6/16/2022,Won,Upgradable value-added customer loyalty,cultivate enterprise e-business,3235224,100
440,Browseblab,5/17/2022,Won,Expanded bi-directional infrastructure,matrix granular mindshare,2606697,40
441,Skibox,1/4/2023,Lost,De-engineered scalable groupware,unleash intuitive e-business,4757894,60
442,Oloo,6/30/2022,Discovery,Proactive object-oriented architecture,generate customized niches,6681070,40
443,Fatz,3/11/2023,Won,Programmable 24 hour support,seize clicks-and-mortar web-readiness,5656221,40
444,Livetube,2/24/2022,Discovery,Diverse executive monitoring,brand out-of-the-box platforms,1123272,60
445,Jetpulse,4/6/2022,Lost,Synergized mission-critical emulation,matrix world-class users,6268820,20
446,Livetube,4/18/2022,Commit,Organized upward-trending middleware,harness clicks-and-mortar action-items,291052,40
447,Meejo,12/26/2022,Commit,Intuitive 6th generation capacity,architect end-to-end e-commerce,1411820,20
448,Skinix,12/10/2022,Won,Cross-platform logistical infrastructure,redefine e-business deliverables,2928287,20
449,Riffwire,10/17/2022,Won,Balanced transitional functionalities,harness holistic relationships,332034,20
450,Zoovu,2/10/2023,Won,Fundamental human-resource neural-net,recontextualize 24/365 deliverables,4672625,60
451,Buzzshare,1/8/2022,Commit,Persistent fresh-thinking project,integrate dot-com communities,5357688,80
452,Jazzy,4/10/2022,Upside,Networked encompassing utilisation,incentivize robust vortals,7711551,100
453,LiveZ,7/22/2022,Commit,Synergistic scalable internet solution,visualize sexy methodologies,9537677,80
454,Blognation,6/24/2022,Discovery,Cloned object-oriented strategy,whiteboard ubiquitous networks,3340570,40
455,Gabtune,4/5/2022,Won,Progressive client-driven definition,enhance transparent action-items,8339577,60
456,Gabtune,1/10/2022,Lost,Compatible dedicated support,seize enterprise architectures,8823207,40
457,Divape,11/11/2022,Won,Up-sized secondary synergy,engage frictionless e-services,5374421,100
458,Eabox,6/14/2022,Open,Enterprise-wide bi-directional strategy,recontextualize robust niches,4971635,20
459,Zoovu,8/18/2022,Upside,Reverse-engineered 24/7 knowledge base,recontextualize front-end architectures,9681066,20
460,Meedoo,1/10/2023,Discovery,Implemented zero tolerance intranet,repurpose sexy platforms,9710462,40
461,Camimbo,1/26/2022,Discovery,Cross-platform contextually-based Graphical User Interface,extend back-end markets,1583897,60
462,Aimbu,12/12/2022,Open,Ameliorated dynamic product,syndicate innovative initiatives,493143,80
463,Roomm,10/21/2022,Upside,Customizable methodical service-desk,monetize strategic e-tailers,4658826,60
464,Linklinks,2/25/2022,Commit,Robust dedicated moratorium,monetize bleeding-edge markets,1727367,100
465,Kazu,3/13/2022,Lost,Triple-buffered bottom-line model,deliver real-time communities,8164535,100
466,Eabox,2/10/2022,Discovery,Organic background installation,engage robust action-items,3364640,20
467,Meezzy,5/2/2022,Won,Intuitive regional attitude,harness turn-key synergies,3297159,100
468,Devcast,10/21/2022,Open,Object-based logistical focus group,visualize interactive deliverables,4721884,60
469,Fivebridge,5/11/2022,Upside,Polarised systemic hardware,benchmark front-end technologies,4541754,60
470,Fiveclub,2/21/2023,Won,Future-proofed modular data-warehouse,optimize sexy paradigms,4306501,20
471,Teklist,7/3/2022,Won,Profit-focused next generation function,iterate dot-com mindshare,4593375,60
472,Skivee,11/30/2022,Won,Triple-buffered responsive monitoring,reinvent front-end niches,8695999,40
473,Talane,6/14/2022,Upside,Secured systemic circuit,envisioneer rich vortals,8140770,20
474,Centimia,5/25/2022,Commit,Balanced uniform installation,optimize extensible web-readiness,8803029,80
475,Wordify,4/21/2022,Open,Horizontal bi-directional focus group,drive turn-key web services,4004202,20
476,Yotz,1/8/2022,Commit,Balanced mission-critical capability,target end-to-end ROI,7986995,100
477,Quatz,3/23/2022,Open,Stand-alone 5th generation algorithm,synergize proactive communities,5736851,20
478,Wordtune,3/9/2022,Upside,Visionary exuding help-desk,expedite vertical channels,876823,20
479,Skimia,11/10/2022,Lost,Customizable solution-oriented pricing structure,utilize 24/365 e-tailers,7996872,80
480,Babbleopia,10/17/2022,Upside,Sharable actuating toolset,benchmark strategic architectures,7753687,60
481,Wikizz,9/4/2022,Lost,Profound tertiary knowledge user,implement mission-critical e-tailers,4853344,40
482,Thoughtbridge,2/20/2023,Upside,Proactive web-enabled hardware,innovate seamless networks,7635268,20
483,Skivee,11/24/2022,Open,Inverse content-based secured line,productize synergistic networks,5652889,80
484,Aivee,1/3/2022,Commit,Exclusive 24 hour extranet,incentivize scalable e-tailers,702708,100
485,Bubblemix,3/21/2022,Upside,Cross-platform actuating website,deliver global partnerships,6551076,60
486,Buzzdog,6/5/2022,Lost,Self-enabling high-level project,deliver strategic mindshare,3106089,40
487,Trilia,3/5/2023,Lost,Ergonomic systemic matrix,aggregate frictionless relationships,293478,40
488,Skyble,1/6/2022,Lost,Pre-emptive optimizing matrix,extend dynamic e-business,4497198,80
489,Eayo,11/18/2022,Open,Synchronised 3rd generation process improvement,embrace dynamic synergies,1869992,20
490,Edgetag,2/26/2023,Discovery,Digitized secondary Graphical User Interface,generate cross-media networks,9309363,40
491,Mydo,2/4/2023,Upside,Visionary client-driven circuit,incentivize dynamic initiatives,4234608,20
492,Jazzy,1/9/2023,Open,Upgradable zero tolerance frame,maximize killer e-services,7115886,100
493,Flashdog,9/18/2022,Commit,Cloned fault-tolerant complexity,revolutionize front-end relationships,3254601,100
494,Twinder,6/5/2022,Won,Seamless discrete open architecture,revolutionize extensible partnerships,3856988,20
495,Muxo,6/22/2022,Discovery,Centralized interactive data-warehouse,incentivize extensible niches,8628098,20
496,Twitterbridge,1/8/2023,Commit,Centralized system-worthy database,implement best-of-breed models,5470816,40
497,Topicblab,2/28/2023,Commit,Operative coherent array,strategize world-class infrastructures,8931712,80
498,Meemm,3/7/2023,Won,Reactive intangible emulation,harness back-end metrics,9776648,100
499,Gigaclub,11/28/2022,Discovery,Pre-emptive national service-desk,transition cross-platform deliverables,8637873,60
500,Demivee,2/28/2023,Lost,Ergonomic executive solution,generate rich partnerships,5770038,100
501,Buzzster,3/8/2022,Lost,Re-contextualized logistical firmware,facilitate vertical channels,3855918,100
502,Skimia,5/1/2022,Commit,Triple-buffered empowering productivity,scale magnetic functionalities,8604034,40
503,Twimbo,1/5/2023,Upside,User-friendly leading edge matrices,visualize rich users,9414034,20
504,Skyba,2/10/2022,Commit,Phased zero defect protocol,evolve transparent web services,476371,100
505,Devcast,7/25/2022,Lost,Centralized coherent monitoring,revolutionize collaborative methodologies,182336,80
506,Myworks,3/3/2023,Discovery,Enhanced local function,embrace granular e-markets,1898652,20
507,Oozz,2/4/2022,Commit,Persistent zero tolerance support,syndicate scalable deliverables,4429383,20
508,Photospace,3/17/2022,Open,Organic asymmetric intranet,reinvent out-of-the-box e-services,7323357,80
509,Skimia,5/9/2022,Upside,Reverse-engineered uniform time-frame,deploy ubiquitous vortals,9310828,60
510,Gabcube,8/12/2022,Commit,Sharable asymmetric parallelism,drive dynamic portals,3847674,60
511,Topicware,7/1/2022,Lost,Visionary object-oriented task-force,transform B2B action-items,2838804,80
512,Yakitri,4/5/2022,Commit,Innovative non-volatile policy,enable world-class schemas,9455759,20
513,Flashpoint,1/13/2022,Discovery,Upgradable exuding monitoring,leverage holistic e-business,610361,100
514,Quire,4/17/2022,Commit,Inverse system-worthy leverage,embrace proactive models,9241720,60
515,Thoughtbeat,9/27/2022,Discovery,Synergistic bifurcated extranet,innovate sticky methodologies,4754780,40
516,Realmix,10/17/2022,Commit,Optimized responsive help-desk,iterate innovative architectures,5870146,40
517,Livetube,1/10/2022,Discovery,Virtual asymmetric architecture,visualize back-end platforms,9154064,100
518,Ntag,7/1/2022,Lost,Multi-tiered stable internet solution,envisioneer best-of-breed eyeballs,1984035,40
519,Cogilith,5/27/2022,Discovery,Devolved explicit toolset,engage transparent technologies,1557412,20
520,Oyoloo,3/23/2022,Open,Persevering optimizing paradigm,matrix real-time infrastructures,6354926,40
521,Avavee,10/18/2022,Upside,Synergistic user-facing installation,embrace plug-and-play channels,5645541,80
522,Twitterlist,10/31/2022,Lost,Centralized fresh-thinking service-desk,morph leading-edge channels,8814673,80
523,Camimbo,10/16/2022,Lost,Upgradable value-added pricing structure,transform magnetic solutions,6157821,80
524,Browsetype,4/24/2022,Upside,Switchable disintermediate contingency,expedite mission-critical ROI,5223185,40
525,Gevee,7/31/2022,Upside,Right-sized responsive concept,architect holistic e-business,2712765,20
526,Zoovu,12/7/2022,Won,Robust clear-thinking system engine,target plug-and-play markets,3736462,100
527,Dynava,5/8/2022,Commit,Upgradable regional throughput,synergize open-source infrastructures,9322131,100
528,Tanoodle,8/5/2022,Won,Persistent didactic moratorium,deploy proactive applications,584346,20
529,Yakijo,8/26/2022,Discovery,Innovative attitude-oriented encryption,innovate plug-and-play vortals,204801,20
530,Eazzy,3/3/2023,Lost,Persevering disintermediate artificial intelligence,mesh bricks-and-clicks niches,1269199,100
531,Pixoboo,1/15/2023,Discovery,De-engineered well-modulated functionalities,extend transparent e-services,6039790,40
532,Wordtune,3/1/2022,Open,Business-focused content-based policy,recontextualize best-of-breed metrics,2658562,80
533,Fivechat,11/27/2022,Open,Ameliorated modular protocol,visualize cutting-edge relationships,3381394,40
534,Babblestorm,7/4/2022,Won,Open-source responsive neural-net,target impactful initiatives,9114056,80
535,Voolia,1/3/2022,Lost,User-centric grid-enabled concept,embrace seamless portals,6875901,100
536,Pixope,3/20/2022,Commit,Ameliorated zero defect protocol,strategize 24/7 initiatives,8370253,80
537,Voonte,1/19/2023,Won,Future-proofed holistic budgetary management,monetize one-to-one channels,94854,40
538,Leenti,5/20/2022,Open,Re-engineered upward-trending projection,engineer dynamic architectures,9745111,100
539,Centidel,2/12/2023,Commit,User-friendly uniform alliance,synthesize next-generation users,4027082,100
540,Bubblebox,5/13/2022,Open,Open-source object-oriented function,generate killer e-commerce,8495695,20
541,Tagcat,8/16/2022,Commit,Devolved responsive conglomeration,synergize ubiquitous mindshare,8101622,100
542,Jetwire,12/18/2022,Open,Visionary disintermediate algorithm,orchestrate value-added e-services,1848195,20
543,Topicware,7/12/2022,Won,Digitized reciprocal implementation,extend wireless channels,6860730,60
544,Browsezoom,6/28/2022,Won,Ergonomic systemic customer loyalty,redefine visionary relationships,7044329,20
545,Yoveo,1/6/2022,Discovery,Customer-focused systemic intranet,enable clicks-and-mortar initiatives,9270646,80
546,Skalith,1/12/2023,Commit,Centralized mission-critical secured line,synergize cutting-edge solutions,8100099,60
547,Dabvine,12/22/2022,Open,Up-sized didactic budgetary management,exploit innovative systems,2067864,20
548,Katz,4/1/2022,Commit,Business-focused solution-oriented internet solution,repurpose wireless e-commerce,6917032,80
549,Ntag,7/27/2022,Commit,Optional user-facing ability,facilitate intuitive platforms,294054,60
550,Rhyzio,7/21/2022,Discovery,Fully-configurable secondary pricing structure,engage leading-edge portals,8085042,60
551,Livefish,6/27/2022,Upside,Switchable even-keeled conglomeration,innovate enterprise architectures,5968238,100
552,Gigazoom,1/24/2023,Upside,Business-focused stable capacity,embrace collaborative e-services,362852,60
553,Realblab,6/22/2022,Open,Pre-emptive asymmetric process improvement,monetize extensible supply-chains,3611946,60
554,Skinder,12/7/2022,Discovery,Customer-focused dedicated matrices,harness killer communities,8216790,100
555,Kazio,2/7/2022,Upside,Extended discrete migration,cultivate sexy functionalities,4145468,20
556,Realfire,3/10/2022,Discovery,Organic needs-based superstructure,reinvent next-generation synergies,6672934,20
557,Kwideo,10/8/2022,Commit,Persistent multi-tasking solution,enhance next-generation applications,2161152,40
558,Skynoodle,9/9/2022,Upside,Distributed bi-directional alliance,utilize impactful relationships,1088920,60
559,Agivu,4/13/2022,Upside,Expanded dedicated analyzer,implement world-class ROI,9234464,40
560,Babbleopia,12/9/2022,Commit,Triple-buffered high-level groupware,monetize visionary vortals,7149769,40
561,Thoughtblab,2/7/2022,Discovery,Fully-configurable directional product,envisioneer scalable metrics,6271403,80
562,Jabberstorm,5/29/2022,Discovery,Ameliorated dedicated contingency,empower world-class action-items,3592626,20
563,Nlounge,9/1/2022,Upside,Fundamental needs-based complexity,maximize one-to-one portals,2949182,60
564,Topiczoom,8/8/2022,Commit,Integrated attitude-oriented leverage,monetize cutting-edge users,6551288,100
565,Thoughtbeat,9/2/2022,Lost,Object-based encompassing internet solution,mesh impactful web-readiness,4820755,20
566,Realmix,5/18/2022,Open,User-centric systematic toolset,streamline bleeding-edge methodologies,701230,100
567,Talane,8/2/2022,Won,Synchronised 24 hour portal,matrix seamless convergence,8754105,80
568,Vimbo,2/3/2022,Commit,Cross-platform multi-tasking hierarchy,e-enable user-centric functionalities,9589633,60
569,Twitterworks,2/14/2023,Discovery,Inverse dedicated productivity,drive revolutionary paradigms,1773531,40
570,Digitube,2/11/2022,Won,Stand-alone neutral extranet,iterate open-source communities,6044197,40
571,Eare,1/4/2022,Open,Function-based responsive capability,e-enable efficient web services,5883271,20
572,Linkbridge,4/22/2022,Discovery,User-friendly explicit info-mediaries,optimize transparent eyeballs,5088052,80
573,Oba,8/5/2022,Commit,Intuitive asynchronous support,synergize turn-key schemas,8759965,100
574,Mita,6/23/2022,Discovery,Proactive asymmetric hierarchy,innovate sexy portals,967639,60
575,Edgeclub,2/17/2023,Discovery,Persevering encompassing support,synthesize turn-key content,4477340,80
576,Skidoo,6/11/2022,Won,Customizable 6th generation solution,whiteboard granular infrastructures,6749433,100
577,Thoughtmix,7/3/2022,Upside,Progressive system-worthy customer loyalty,streamline front-end methodologies,3036930,20
578,Wikizz,12/17/2022,Discovery,Assimilated holistic superstructure,envisioneer magnetic bandwidth,2625016,60
579,Ntag,3/6/2022,Lost,Devolved logistical model,empower distributed convergence,2997262,100
580,Voolith,6/10/2022,Open,Re-engineered intangible installation,productize synergistic networks,7771110,60
581,Mydeo,2/1/2023,Lost,Secured directional task-force,redefine dynamic deliverables,5587167,100
582,Kwinu,7/26/2022,Won,Ergonomic empowering paradigm,seize leading-edge platforms,2111286,100
583,Rhycero,5/16/2022,Upside,Balanced 24 hour database,engineer value-added partnerships,1851358,80
584,Skinder,1/4/2023,Upside,Multi-layered 24/7 system engine,recontextualize integrated paradigms,3152211,20
585,Youspan,7/4/2022,Commit,Synergized homogeneous encryption,implement turn-key channels,5707656,20
586,Twitterbeat,3/11/2022,Lost,Synergistic optimizing instruction set,engage holistic e-services,6032772,60
587,Fanoodle,12/14/2022,Upside,Proactive composite moratorium,disintermediate 24/7 solutions,7318941,100
588,Realcube,3/2/2023,Commit,Managed client-server local area network,enable efficient schemas,8019485,40
589,Skiptube,5/18/2022,Won,Expanded dynamic conglomeration,redefine front-end architectures,5797033,60
590,Jetpulse,3/4/2022,Upside,Persistent reciprocal migration,recontextualize visionary e-tailers,1445251,60
591,Roombo,1/5/2022,Lost,Distributed national application,orchestrate sexy solutions,1718300,80
592,Trilia,4/1/2022,Discovery,Optimized upward-trending encoding,enhance innovative schemas,9472021,40
593,Flashpoint,12/12/2022,Upside,De-engineered user-facing complexity,visualize efficient action-items,3446696,80
594,Skalith,9/18/2022,Won,Multi-tiered regional moderator,synergize bleeding-edge e-business,186083,80
595,Fatz,1/15/2023,Open,Intuitive mission-critical time-frame,reinvent world-class schemas,524704,100
596,Zooveo,10/28/2022,Won,Horizontal multimedia support,revolutionize transparent functionalities,3056087,20
597,Realbuzz,7/16/2022,Upside,Re-engineered multi-state standardization,iterate value-added supply-chains,324817,100
598,Skinder,10/25/2022,Discovery,Managed dedicated archive,implement integrated functionalities,2688720,20
599,Babbleopia,3/31/2022,Commit,Centralized incremental projection,synergize back-end paradigms,1064371,80
600,Yamia,5/16/2022,Lost,Ergonomic coherent website,enhance synergistic web services,5878383,60
601,Kwimbee,1/1/2023,Discovery,Streamlined asynchronous complexity,brand bricks-and-clicks paradigms,9016723,40
602,Muxo,4/13/2022,Open,Cross-group explicit superstructure,target front-end e-services,1173739,40
603,Edgeblab,5/11/2022,Commit,Programmable intangible info-mediaries,strategize 24/7 vortals,5998211,40
604,Meezzy,8/15/2022,Lost,User-centric high-level projection,e-enable scalable partnerships,858639,100
605,Blognation,5/18/2022,Open,Assimilated interactive function,embrace bleeding-edge markets,3382135,20
606,Wordtune,5/23/2022,Open,Team-oriented multimedia array,deliver ubiquitous markets,1900128,100
607,Gabtype,11/29/2022,Commit,Secured contextually-based website,optimize real-time channels,3001028,20
608,Quatz,1/19/2023,Upside,Object-based even-keeled artificial intelligence,transition visionary schemas,5035988,80
609,Twitterbeat,8/16/2022,Commit,Organic 24/7 archive,deliver wireless functionalities,4540250,100
610,Jazzy,2/23/2022,Won,Right-sized 4th generation initiative,seize sticky models,6105915,20
611,Demimbu,4/21/2022,Won,Cross-group even-keeled product,strategize real-time e-services,9075802,40
612,Teklist,3/12/2022,Lost,Reactive clear-thinking task-force,whiteboard virtual niches,5626966,100
613,Myworks,3/20/2022,Commit,Vision-oriented fresh-thinking project,streamline B2C partnerships,5867572,20
614,Lazz,11/7/2022,Lost,Ameliorated holistic intranet,monetize frictionless synergies,5668260,80
615,Gabcube,4/26/2022,Lost,Self-enabling responsive software,empower impactful web services,9921506,40
616,Ailane,8/27/2022,Commit,Cross-platform radical attitude,benchmark frictionless paradigms,4420434,80
617,Brightbean,7/13/2022,Open,Operative background flexibility,incentivize back-end communities,8507164,20
618,Jaloo,3/22/2022,Lost,Profound asymmetric orchestration,target web-enabled web services,5153380,40
619,InnoZ,2/3/2023,Upside,Customer-focused optimal capacity,cultivate clicks-and-mortar portals,5345357,40
620,Skyvu,3/18/2022,Upside,Balanced well-modulated methodology,embrace frictionless e-tailers,952695,100
621,Agivu,5/5/2022,Lost,Synchronised optimizing adapter,syndicate sticky supply-chains,2560336,60
622,Kwinu,2/6/2022,Lost,Synergized 4th generation knowledge base,whiteboard collaborative methodologies,8151898,60
623,Kayveo,3/4/2023,Lost,Optimized fresh-thinking moderator,leverage dot-com web services,6686397,80
624,Realcube,3/14/2023,Lost,Multi-lateral interactive instruction set,utilize frictionless metrics,4420873,100
625,Wikivu,7/27/2022,Discovery,Inverse bifurcated protocol,synthesize clicks-and-mortar markets,2354944,20
626,Meetz,12/17/2022,Won,Ergonomic fault-tolerant solution,embrace mission-critical relationships,2336651,60
627,Fatz,7/9/2022,Commit,Upgradable background secured line,unleash transparent paradigms,4475085,100
628,Rhyzio,1/5/2022,Discovery,Extended uniform open architecture,morph frictionless eyeballs,1061806,100
629,Fatz,3/11/2022,Discovery,Object-based secondary circuit,mesh impactful experiences,6287761,100
630,Aimbo,7/13/2022,Commit,Persistent holistic system engine,expedite plug-and-play synergies,3598475,20
631,Jayo,1/7/2023,Open,Expanded 24 hour infrastructure,visualize innovative bandwidth,1069153,40
632,Avamm,10/17/2022,Open,Optimized stable initiative,transform viral technologies,3509144,40
633,Youopia,10/17/2022,Discovery,Robust client-driven intranet,whiteboard robust ROI,1445206,80
634,Feednation,8/3/2022,Discovery,Expanded background migration,aggregate innovative niches,4479945,60
635,Gigazoom,10/23/2022,Discovery,Synergistic human-resource initiative,productize extensible action-items,7511038,20
636,Divanoodle,3/2/2023,Lost,Inverse real-time attitude,utilize granular niches,8987225,80
637,Linkbridge,10/9/2022,Upside,Persevering background data-warehouse,reinvent impactful eyeballs,6992817,40
638,Twimm,1/25/2022,Discovery,Cloned mission-critical task-force,scale efficient systems,6229136,80
639,Feednation,4/5/2022,Discovery,Operative 6th generation database,exploit strategic systems,175156,100
640,Centimia,8/15/2022,Won,Re-engineered global implementation,scale one-to-one convergence,8708816,20
641,Aivee,7/30/2022,Commit,Enterprise-wide content-based capability,evolve innovative convergence,5024467,100
642,Trudoo,5/27/2022,Open,Innovative client-server core,optimize dynamic communities,6338359,100
643,Linkbuzz,3/8/2023,Open,Re-engineered bi-directional budgetary management,engage killer schemas,9047851,80
644,Realbridge,1/30/2023,Won,Stand-alone cohesive success,innovate value-added channels,9432405,40
645,Mita,5/29/2022,Discovery,Centralized modular concept,exploit clicks-and-mortar infrastructures,8570711,40
646,Gabspot,7/30/2022,Commit,Switchable systemic data-warehouse,leverage compelling channels,3844213,80
647,Edgeify,6/10/2022,Upside,User-centric 4th generation attitude,integrate integrated metrics,9607660,100
648,Bubblemix,12/5/2022,Open,Managed motivating collaboration,extend back-end supply-chains,2555604,80
649,Ozu,6/30/2022,Lost,Organic logistical capability,integrate real-time e-commerce,3712965,100
650,Aibox,2/2/2023,Commit,Function-based scalable flexibility,integrate efficient e-tailers,912675,100
651,Twitternation,11/11/2022,Won,Business-focused full-range process improvement,deliver value-added applications,8628795,20
652,Wikibox,1/6/2023,Open,Advanced motivating policy,revolutionize 24/7 ROI,2498008,60
653,Skaboo,9/27/2022,Lost,Function-based motivating focus group,matrix visionary supply-chains,1125387,100
654,Twitternation,5/3/2022,Won,Right-sized 3rd generation concept,utilize vertical vortals,9043509,20
655,Blogtag,4/16/2022,Open,Multi-channelled systemic interface,incubate proactive initiatives,7006388,40
656,Kayveo,1/12/2022,Won,Right-sized dynamic matrices,evolve customized networks,65552,40
657,Pixoboo,5/27/2022,Commit,Profound radical array,drive clicks-and-mortar synergies,5993028,20
658,InnoZ,6/29/2022,Discovery,Mandatory composite internet solution,grow global partnerships,9153469,100
659,Viva,10/13/2022,Open,Stand-alone encompassing help-desk,orchestrate seamless e-commerce,1568801,40
660,Meembee,12/23/2022,Won,Digitized 24 hour projection,e-enable interactive e-business,4768528,40
661,Dabvine,7/17/2022,Commit,Expanded interactive info-mediaries,exploit bleeding-edge e-tailers,2169101,80
662,Wikido,7/2/2022,Lost,Ergonomic solution-oriented access,monetize bricks-and-clicks users,7072317,60
663,Jaloo,9/14/2022,Upside,Open-architected real-time artificial intelligence,deliver compelling users,2567453,60
664,Kimia,6/15/2022,Lost,Reduced non-volatile challenge,whiteboard strategic paradigms,1851444,100
665,Avamm,2/9/2023,Lost,Organic zero defect algorithm,whiteboard cross-media systems,404464,20
666,Devcast,6/9/2022,Won,Secured uniform knowledge user,streamline frictionless niches,5563602,100
667,Yodoo,3/1/2022,Discovery,Multi-channelled fault-tolerant capacity,evolve strategic platforms,7380172,100
668,Voonte,8/10/2022,Open,Configurable client-server circuit,revolutionize magnetic channels,5983047,100
669,Voonte,2/22/2023,Open,Integrated eco-centric service-desk,syndicate rich networks,9674724,60
670,Jetwire,10/9/2022,Won,Reactive client-server archive,cultivate 24/7 markets,7154290,100
671,Dabfeed,10/28/2022,Open,Proactive actuating function,architect virtual channels,1832063,20
672,Vimbo,5/10/2022,Upside,Multi-tiered 4th generation workforce,extend front-end e-business,3022990,100
673,Miboo,4/26/2022,Upside,Persistent directional installation,orchestrate transparent portals,3330105,80
674,Livefish,3/19/2022,Open,Self-enabling global solution,empower viral mindshare,5773604,20
675,Mydo,6/14/2022,Won,Seamless zero administration application,streamline mission-critical e-services,4257587,60
676,Youspan,10/27/2022,Won,Multi-tiered non-volatile challenge,streamline cross-media eyeballs,6165466,60
677,Devify,5/17/2022,Won,Team-oriented systematic moratorium,maximize wireless niches,5735416,80
678,Ntag,2/18/2023,Lost,Diverse bifurcated open system,streamline wireless architectures,1022855,20
