CompName,closedate,OppStage,OppName,Desc,amount,prob
Oyoba,01/10/2023,Open,Organized full-range paradigm,cultivate leading-edge relationships,4252540,80
InnoZ,04/23/2022,Commit,Team-oriented directional frame,incentivize robust functionalities,7602944,60
Skibox,08/30/2022,Won,Fundamental maximized hardware,repurpose collaborative markets,1187225,80
Voomm,03/03/2023,Lost,Multi-tiered demand-driven project,cultivate vertical technologies,3875320,40
Tekfly,02/27/2023,Discovery,Re-contextualized upward-trending data-warehouse,innovate revolutionary models,8666255,80
Jatri,02/02/2022,Open,Intuitive system-worthy algorithm,integrate ubiquitous supply-chains,3998593,20
Meejo,02/24/2023,Discovery,Triple-buffered demand-driven ability,deploy global initiatives,1148752,80
Youtags,02/06/2022,Upside,Customer-focused impactful analyzer,visualize user-centric action-items,1190444,100
Bluejam,05/06/2022,Commit,Innovative hybrid moratorium,strategize customized ROI,1206608,80
Zoonder,11/03/2022,Discovery,Pre-emptive empowering access,orchestrate next-generation web-readiness,9424012,60
Devpoint,06/15/2022,Won,Operative zero administration help-desk,maximize compelling e-tailers,865263,20
Dabshots,03/13/2022,Upside,Synchronised static standardization,incentivize rich channels,8629861,20
Babblestorm,01/13/2022,Won,Grass-roots value-added encoding,deploy bricks-and-clicks experiences,6941234,100
Kwinu,03/08/2023,Discovery,Open-architected regional system engine,architect cross-media infrastructures,4873905,60
Camido,04/14/2022,Discovery,Right-sized real-time circuit,transition collaborative e-markets,975144,80
Voomm,11/07/2022,Upside,Monitored modular encryption,engage 24/365 bandwidth,2377900,40
Wordware,12/11/2022,Open,Devolved attitude-oriented frame,empower revolutionary communities,6332137,100
Centimia,02/24/2023,Commit,Mandatory web-enabled moratorium,incentivize rich bandwidth,805532,60
Camimbo,08/12/2022,Open,Managed real-time database,reinvent out-of-the-box eyeballs,3842498,60
Jabbercube,04/11/2022,Won,Cloned logistical process improvement,iterate visionary solutions,6365657,60
Cogibox,04/17/2022,Won,Inverse even-keeled knowledge user,orchestrate user-centric interfaces,6993824,20
Realbuzz,07/25/2022,Upside,Organized static service-desk,seize integrated channels,8724595,60
Mudo,08/04/2022,Discovery,Upgradable responsive infrastructure,strategize real-time e-business,9953527,40
Voolith,02/25/2022,Lost,Cross-platform 24/7 matrices,visualize dynamic web services,6968483,80
Oyoloo,01/10/2023,Lost,Monitored grid-enabled orchestration,brand mission-critical convergence,1330026,100
Rooxo,07/29/2022,Upside,Sharable exuding workforce,implement bleeding-edge architectures,4624272,20
Zoomzone,10/31/2022,Won,Realigned client-driven core,maximize frictionless interfaces,207950,100
Zava,01/15/2022,Open,Virtual leading edge algorithm,visualize magnetic users,9805792,40
Devify,06/18/2022,Commit,Future-proofed demand-driven infrastructure,monetize out-of-the-box niches,290180,40
Eabox,05/18/2022,Won,Exclusive client-server algorithm,embrace synergistic vortals,1591887,100
Dynabox,02/11/2023,Lost,Seamless object-oriented database,syndicate dot-com interfaces,4489703,80
Trudoo,03/01/2022,Upside,Right-sized clear-thinking throughput,benchmark back-end portals,9437739,20
Skibox,07/03/2022,Lost,Re-contextualized composite complexity,scale integrated platforms,1114140,100
Riffwire,02/01/2023,Discovery,Triple-buffered logistical approach,deploy distributed technologies,7916611,40
Kare,04/28/2022,Lost,Synergistic reciprocal application,architect dot-com deliverables,6684620,20
Brainsphere,02/27/2022,Upside,Fundamental intangible solution,benchmark web-enabled methodologies,3952567,20
Flipbug,10/24/2022,Lost,Managed content-based architecture,scale interactive applications,8765516,100
Aivee,09/10/2022,Won,Inverse optimizing core,cultivate collaborative content,2707222,80
Linkbuzz,11/14/2022,Discovery,Pre-emptive impactful synergy,incentivize virtual niches,6857144,40
Muxo,08/19/2022,Open,Centralized 24/7 forecast,enhance customized e-markets,2428526,20
Shufflebeat,01/01/2022,Won,Progressive attitude-oriented middleware,grow sticky portals,8412862,40
Avaveo,01/23/2022,Won,Extended web-enabled moderator,recontextualize sexy metrics,9608164,60
Devpulse,03/09/2023,Commit,Up-sized multimedia initiative,embrace killer e-commerce,8259750,20
Rhynyx,08/10/2022,Won,Reactive explicit help-desk,iterate magnetic relationships,1703428,60
Jetwire,01/11/2023,Open,Advanced homogeneous portal,seize strategic vortals,4337741,100
Yotz,01/17/2022,Commit,Streamlined global matrix,whiteboard clicks-and-mortar partnerships,6175275,40
Voolith,08/20/2022,Upside,Programmable asymmetric conglomeration,matrix innovative users,9313667,80
Skinder,11/10/2022,Open,Organized human-resource workforce,orchestrate value-added e-commerce,5367852,60
Eabox,11/21/2022,Lost,Reactive local solution,utilize customized e-services,6282588,100
DabZ,05/11/2022,Commit,Front-line local emulation,facilitate killer models,3859130,80
Tagcat,03/16/2022,Open,Optimized intermediate parallelism,innovate frictionless metrics,4998012,80
Agivu,08/13/2022,Open,Universal scalable monitoring,unleash viral e-markets,7852456,80
Youspan,12/21/2022,Lost,User-friendly optimizing circuit,harness best-of-breed relationships,6973976,100
Aimbo,11/21/2022,Upside,Customizable grid-enabled installation,drive revolutionary portals,2087167,60
Zoovu,06/02/2022,Lost,Open-source demand-driven architecture,seize proactive networks,7070470,80
Jabbertype,03/29/2022,Discovery,Seamless disintermediate access,redefine cross-platform mindshare,3673995,100
Dynava,08/25/2022,Open,Implemented analyzing groupware,recontextualize magnetic infomediaries,8430672,60
Oodoo,01/23/2023,Lost,Integrated value-added application,synergize bleeding-edge content,2556297,20
Oyonder,08/15/2022,Won,Implemented dedicated capability,engineer plug-and-play bandwidth,666292,40
Kwinu,04/09/2022,Discovery,Compatible grid-enabled protocol,harness ubiquitous schemas,4227239,100
Agivu,02/21/2023,Open,Fundamental actuating internet solution,target cross-media mindshare,8275548,20
Jabbersphere,05/08/2022,Open,Team-oriented dynamic ability,synthesize collaborative communities,9715630,100
Topicstorm,09/15/2022,Won,Persistent responsive frame,synthesize integrated web-readiness,3845943,40
Wordware,12/03/2022,Open,Upgradable even-keeled frame,reintermediate front-end e-commerce,6705963,80
Roomm,10/30/2022,Discovery,Polarised solution-oriented protocol,harness global ROI,6312549,80
Fivechat,05/19/2022,Discovery,Streamlined 24/7 infrastructure,aggregate rich networks,6629545,80
Kazu,09/14/2022,Discovery,Centralized motivating support,expedite virtual bandwidth,669461,20
Skimia,11/29/2022,Won,Team-oriented scalable complexity,incentivize viral infrastructures,3159113,80
Oloo,07/16/2022,Commit,Persistent clear-thinking architecture,cultivate strategic platforms,1822880,60
Katz,04/09/2022,Commit,Advanced 24 hour paradigm,maximize granular architectures,8461102,20
Skipfire,04/23/2022,Discovery,Extended object-oriented internet solution,recontextualize user-centric eyeballs,3205682,80
Feedbug,01/27/2023,Upside,Polarised transitional approach,strategize out-of-the-box e-business,1868452,20
Izio,07/25/2022,Upside,Advanced zero tolerance leverage,redefine distributed interfaces,6529048,100
Fatz,11/25/2022,Open,Vision-oriented value-added leverage,extend magnetic markets,5935155,80
Rhynoodle,11/19/2022,Upside,Object-based uniform capacity,monetize innovative convergence,4577389,40
Oodoo,08/08/2022,Won,Upgradable national policy,extend killer systems,3573065,60
Mymm,11/12/2022,Upside,Open-source disintermediate task-force,grow plug-and-play schemas,4168706,100
Skaboo,02/26/2022,Upside,Automated hybrid capability,unleash virtual e-services,7601257,60
Jetpulse,09/01/2022,Upside,Self-enabling multimedia instruction set,leverage frictionless convergence,1583781,20
Gabtype,02/11/2022,Discovery,Innovative coherent hub,disintermediate 24/365 vortals,4465277,20
Jabbercube,12/25/2022,Won,Grass-roots dedicated complexity,exploit extensible synergies,1707195,100
Muxo,03/12/2022,Won,Devolved reciprocal process improvement,target integrated ROI,7750114,80
Oloo,01/21/2022,Won,Configurable background projection,syndicate web-enabled portals,2291011,60
Twitterbeat,11/22/2022,Commit,Reactive content-based forecast,transition leading-edge solutions,5846261,80
Buzzster,10/01/2022,Upside,Profit-focused discrete installation,synthesize value-added solutions,1960262,40
Jabberstorm,10/12/2022,Upside,Persistent encompassing process improvement,enable bricks-and-clicks platforms,3292234,60
Realcube,06/16/2022,Discovery,Public-key system-worthy paradigm,architect enterprise functionalities,2334018,80
Roombo,07/17/2022,Won,Digitized empowering adapter,revolutionize user-centric supply-chains,6184821,60
Rhynyx,04/05/2022,Open,Multi-lateral content-based structure,deliver viral channels,496888,20
Meevee,01/06/2023,Discovery,Vision-oriented demand-driven definition,enhance 24/365 content,6576735,100
Jetwire,07/15/2022,Discovery,Managed interactive infrastructure,orchestrate seamless niches,374061,40
Geba,06/03/2022,Won,Up-sized multimedia open system,streamline transparent markets,5637109,20
Ailane,01/24/2022,Upside,Networked executive time-frame,exploit e-business mindshare,7768970,80
Quatz,12/10/2022,Lost,Self-enabling regional forecast,monetize proactive infomediaries,7535514,40
Vitz,06/17/2022,Lost,Front-line hybrid protocol,cultivate global bandwidth,9624013,80
Skimia,03/23/2022,Discovery,Phased cohesive migration,mesh e-business systems,5274343,60
Avamba,11/08/2022,Commit,Horizontal system-worthy collaboration,mesh out-of-the-box portals,9901722,100
Aimbo,06/08/2022,Open,Versatile bottom-line conglomeration,innovate open-source e-tailers,7829656,100
Realcube,01/23/2022,Discovery,User-centric intermediate architecture,enhance wireless web-readiness,7948488,60
Quamba,03/07/2023,Lost,Configurable value-added throughput,empower one-to-one vortals,2564405,80
Tagfeed,01/21/2022,Won,Synergized value-added application,architect dynamic infrastructures,323193,100
Wikizz,09/09/2022,Commit,Vision-oriented non-volatile help-desk,incubate distributed solutions,4115701,40
Edgeify,10/20/2022,Lost,Open-source background conglomeration,empower best-of-breed action-items,2189778,20
Meejo,11/04/2022,Discovery,Centralized 4th generation function,recontextualize leading-edge infomediaries,5587336,80
Devpoint,09/14/2022,Upside,Face to face motivating architecture,deliver interactive relationships,3087459,60
Shufflester,03/17/2022,Won,Expanded discrete superstructure,strategize enterprise markets,3797801,40
Bubblebox,08/03/2022,Open,Realigned contextually-based customer loyalty,enable world-class e-markets,7472574,60
Centizu,11/29/2022,Upside,Compatible multimedia archive,transform sticky eyeballs,3207478,100
Ntag,10/24/2022,Commit,Organized value-added budgetary management,integrate viral e-tailers,2476441,40
Skyndu,01/06/2023,Won,Realigned dynamic flexibility,reinvent customized deliverables,2454672,80
Gabspot,03/06/2022,Commit,Distributed secondary encryption,seize end-to-end deliverables,5053175,60
Flashdog,08/28/2022,Upside,Diverse 5th generation capacity,exploit plug-and-play initiatives,91158,40
Innojam,04/30/2022,Lost,Multi-lateral client-driven archive,repurpose transparent interfaces,9374745,20
Zoombox,08/22/2022,Discovery,Cross-group intermediate middleware,matrix transparent networks,4697997,80
Ainyx,02/15/2022,Upside,Organized user-facing core,e-enable wireless systems,3794696,40
Leexo,09/14/2022,Open,Business-focused discrete focus group,syndicate cutting-edge functionalities,9023126,100
Innotype,08/28/2022,Lost,Multi-lateral transitional support,matrix next-generation e-commerce,9535487,60
Oozz,02/14/2023,Upside,Exclusive 4th generation groupware,transition compelling architectures,1806899,60
Oyoloo,05/11/2022,Open,Networked transitional array,optimize bleeding-edge bandwidth,2220955,80
Kimia,12/27/2022,Open,Synergized motivating help-desk,e-enable seamless deliverables,2170027,20
Twitternation,01/27/2022,Open,Inverse zero tolerance database,integrate integrated networks,8237070,80
Blogspan,02/24/2023,Won,Phased next generation info-mediaries,harness wireless bandwidth,2483486,20
Camido,07/09/2022,Upside,Grass-roots 4th generation project,harness next-generation eyeballs,5345180,20
Thoughtbridge,12/03/2022,Lost,Mandatory value-added groupware,engage mission-critical networks,2631781,40
Blogtag,02/01/2023,Upside,Organic logistical database,incentivize open-source communities,1046497,20
Fadeo,11/03/2022,Upside,Switchable executive moratorium,innovate frictionless initiatives,9643928,100
Quire,01/21/2022,Open,Implemented systemic secured line,empower holistic platforms,6565372,80
Photolist,11/24/2022,Commit,Networked value-added ability,enable proactive experiences,4794864,80
Realbridge,02/11/2022,Open,Cross-group modular infrastructure,iterate granular e-markets,4883836,40
Meedoo,02/05/2023,Discovery,Multi-channelled zero tolerance monitoring,whiteboard visionary users,6292482,20
Skimia,01/22/2022,Won,Profit-focused even-keeled info-mediaries,expedite front-end metrics,5961387,20
Abata,11/08/2022,Open,Persistent composite process improvement,recontextualize next-generation niches,106481,60
Tagfeed,11/27/2022,Won,Robust optimal ability,scale 24/7 synergies,6268252,60
Shufflebeat,01/28/2022,Discovery,Reduced asymmetric task-force,facilitate B2C architectures,8497516,40
Latz,06/17/2022,Commit,Multi-layered upward-trending process improvement,aggregate holistic convergence,7039047,100
Voolith,05/20/2022,Won,Persistent scalable focus group,mesh sexy communities,5696138,80
Oyoyo,01/20/2022,Commit,Optimized demand-driven focus group,productize bleeding-edge ROI,8511197,100
Topiclounge,04/13/2022,Discovery,Versatile needs-based protocol,architect next-generation interfaces,7392243,20
Mymm,03/15/2022,Commit,Devolved 6th generation project,revolutionize impactful web-readiness,9019137,40
Jabbersphere,04/12/2022,Upside,Ergonomic reciprocal strategy,repurpose B2B initiatives,9690372,80
Skippad,05/14/2022,Discovery,Right-sized optimizing Graphic Interface,synergize cross-media platforms,7684504,80
Wikizz,09/02/2022,Lost,Versatile user-facing core,architect 24/7 metrics,3255400,100
Gabtype,07/25/2022,Commit,Future-proofed stable capacity,streamline user-centric models,9185027,100
Livetube,01/26/2023,Open,Synergized reciprocal interface,matrix next-generation e-markets,3803866,60
Rhyloo,10/19/2022,Discovery,Enhanced next generation standardization,seize customized partnerships,7429641,80
Eare,04/19/2022,Upside,Digitized composite neural-net,reintermediate world-class web-readiness,5452619,60
Topicblab,06/08/2022,Commit,Progressive discrete utilisation,strategize B2C e-business,3218628,100
Zoomzone,01/05/2023,Lost,Reactive bandwidth-monitored hardware,reintermediate proactive channels,861137,40
Linkbuzz,07/25/2022,Won,Function-based local local area network,engineer B2C applications,3232366,20
Linkbridge,07/10/2022,Upside,Multi-lateral 6th generation extranet,matrix transparent channels,7022077,20
Midel,03/19/2022,Open,Extended systemic customer loyalty,facilitate holistic platforms,6591369,100
Dynava,04/05/2022,Won,Proactive bi-directional open system,expedite next-generation portals,6593019,100
Voonder,05/10/2022,Upside,Object-based multimedia success,synergize integrated architectures,6354933,100
Ntags,03/06/2023,Open,Synchronised next generation access,architect extensible architectures,8409917,80
Eayo,11/14/2022,Commit,Open-architected even-keeled synergy,transform mission-critical platforms,4093830,40
Gabvine,10/12/2022,Discovery,User-centric didactic benchmark,expedite bleeding-edge systems,9566918,20
Voomm,12/09/2022,Open,Customizable zero defect function,visualize dynamic web services,4041984,20
Voonte,04/14/2022,Discovery,Pre-emptive needs-based monitoring,engineer value-added eyeballs,1996724,40
Mynte,10/05/2022,Open,Horizontal client-driven focus group,syndicate compelling convergence,3938215,20
Linkbridge,10/11/2022,Discovery,Cloned secondary firmware,reinvent sticky convergence,643261,100
Mycat,06/23/2022,Commit,Triple-buffered dynamic hardware,synthesize ubiquitous content,7882160,20
Eimbee,02/22/2022,Upside,Persevering 6th generation framework,strategize ubiquitous e-services,5669818,40
Mymm,01/15/2023,Lost,Upgradable attitude-oriented middleware,target 24/7 e-services,3004973,100
Jabberbean,12/01/2022,Won,Centralized multi-state access,synergize granular models,620216,20
Tagchat,01/14/2022,Open,Up-sized value-added architecture,empower intuitive functionalities,1446105,40
Flipopia,04/19/2022,Lost,Implemented background orchestration,unleash intuitive infomediaries,4827939,60
Realmix,02/24/2022,Commit,Enterprise-wide mobile protocol,innovate bleeding-edge initiatives,709528,80
Browsebug,09/04/2022,Lost,Streamlined intermediate internet solution,drive next-generation channels,2745511,60
Dynazzy,02/16/2022,Upside,De-engineered mission-critical initiative,utilize next-generation eyeballs,8683260,20
Devpoint,04/16/2022,Commit,Virtual regional portal,transform magnetic markets,3459523,60
Blognation,01/30/2022,Discovery,Face to face 24/7 toolset,synergize strategic networks,740153,80
Mycat,01/11/2023,Upside,Business-focused content-based customer loyalty,optimize ubiquitous bandwidth,2325811,80
Npath,07/18/2022,Won,Right-sized motivating software,engineer impactful e-markets,4404522,100
Bluezoom,10/22/2022,Lost,Horizontal zero administration synergy,reintermediate sticky solutions,3623046,20
Buzzshare,01/31/2022,Upside,Multi-lateral uniform capacity,facilitate intuitive web services,1193871,80
Oozz,02/08/2023,Won,Assimilated stable standardization,productize value-added web-readiness,9445582,40
Viva,01/13/2023,Won,Decentralized intermediate flexibility,scale world-class paradigms,2662583,100
Jabberbean,01/16/2023,Upside,Triple-buffered homogeneous local area network,monetize visionary systems,3019816,100
Mydeo,07/02/2022,Discovery,Business-focused reciprocal info-mediaries,reintermediate interactive e-business,912085,40
Skalith,09/06/2022,Won,Inverse systemic info-mediaries,seize killer initiatives,7274265,20
Agivu,09/09/2022,Upside,Right-sized heuristic capacity,harness vertical solutions,3916594,80
Youopia,02/17/2023,Lost,Advanced even-keeled utilisation,maximize clicks-and-mortar e-tailers,910523,40
Yodoo,02/07/2023,Lost,Horizontal user-facing knowledge user,enable bricks-and-clicks portals,3249910,60
Livefish,02/20/2022,Lost,Integrated object-oriented success,synthesize user-centric methodologies,8765473,60
Livefish,09/10/2022,Discovery,Total tertiary time-frame,exploit proactive partnerships,6701372,40
Eazzy,01/31/2023,Commit,Balanced encompassing groupware,reinvent turn-key applications,8150674,80
Browsebug,01/30/2023,Discovery,Team-oriented neutral neural-net,deliver magnetic systems,9854695,60
Youopia,10/23/2022,Lost,Right-sized executive moratorium,enhance B2C technologies,8907074,60
Oyoyo,07/10/2022,Open,Horizontal transitional support,transition granular initiatives,7863381,40
Quatz,12/30/2022,Open,Phased actuating open system,facilitate rich initiatives,8400999,100
Oodoo,10/12/2022,Won,Configurable exuding concept,generate real-time e-business,63611,20
Gevee,03/25/2022,Upside,Intuitive web-enabled intranet,evolve out-of-the-box models,5678714,60
Skippad,11/14/2022,Discovery,Optional needs-based implementation,synergize dynamic experiences,5401294,60
Trudeo,12/18/2022,Commit,Digitized didactic emulation,e-enable scalable deliverables,6671585,100
Photojam,02/02/2023,Discovery,Mandatory bi-directional time-frame,strategize integrated convergence,3077442,60
LiveZ,09/17/2022,Upside,Quality-focused directional moderator,harness frictionless technologies,3069725,40
Wikido,05/28/2022,Discovery,Customizable interactive budgetary management,strategize efficient content,7791491,60
Gabcube,03/01/2023,Discovery,Down-sized intermediate access,monetize efficient models,6872431,40
Blogspan,01/15/2023,Lost,Team-oriented interactive hardware,orchestrate visionary partnerships,5937752,20
Shufflebeat,03/10/2023,Open,Programmable 6th generation open system,grow sexy models,2433633,20
Wordtune,09/27/2022,Lost,Enhanced system-worthy synergy,visualize efficient channels,5983217,80
Browsezoom,03/09/2023,Commit,Switchable responsive database,implement web-enabled e-tailers,8075787,80
Innojam,03/16/2022,Commit,Innovative scalable encryption,revolutionize turn-key technologies,7347440,80
Brainsphere,01/26/2022,Upside,Centralized coherent parallelism,recontextualize proactive partnerships,400214,40
LiveZ,01/11/2023,Discovery,Programmable contextually-based infrastructure,monetize proactive infrastructures,9585408,40
Tanoodle,03/05/2022,Commit,Multi-lateral dedicated implementation,engineer synergistic solutions,2064720,20
Plambee,08/01/2022,Lost,Integrated next generation capacity,reintermediate magnetic synergies,7532468,60
Skinte,11/06/2022,Won,Secured encompassing definition,innovate killer initiatives,113603,40
Skidoo,12/18/2022,Discovery,Stand-alone value-added algorithm,deliver leading-edge web services,874155,60
Voonyx,07/11/2022,Upside,User-friendly bi-directional encoding,enable out-of-the-box web services,2559877,60
Livepath,01/01/2023,Discovery,Multi-channelled regional framework,transition robust schemas,9470483,20
Youspan,07/20/2022,Upside,Open-source global forecast,evolve best-of-breed networks,1327010,100
Riffpedia,12/03/2022,Upside,Fully-configurable 3rd generation extranet,matrix proactive functionalities,6752448,40
Oyondu,03/01/2022,Upside,Switchable intermediate policy,architect cutting-edge eyeballs,3073751,60
Skaboo,11/08/2022,Open,Balanced incremental time-frame,orchestrate 24/7 vortals,5569271,100
Brightbean,03/17/2022,Upside,Object-based client-driven info-mediaries,harness one-to-one synergies,7015814,60
Photobean,10/19/2022,Discovery,Extended interactive database,architect plug-and-play infrastructures,7629434,60
Twitterbeat,03/24/2022,Lost,Face to face methodical ability,expedite vertical communities,3735766,60
Gevee,02/10/2023,Open,Quality-focused object-oriented leverage,engage wireless e-tailers,7446774,20
Youspan,08/12/2022,Commit,Digitized web-enabled archive,incubate integrated metrics,1092285,20
Ntag,08/07/2022,Lost,Mandatory asymmetric help-desk,e-enable end-to-end architectures,4323469,100
Realpoint,02/08/2022,Open,Extended secondary knowledge user,synergize proactive architectures,4867438,20
Voomm,04/02/2022,Upside,Implemented value-added extranet,incubate mission-critical eyeballs,7009397,40
Zooxo,10/29/2022,Lost,Distributed contextually-based flexibility,repurpose holistic infomediaries,1224195,60
Oyoba,03/13/2022,Open,Sharable directional moderator,disintermediate holistic experiences,1508482,80
Trilia,06/30/2022,Discovery,Adaptive attitude-oriented instruction set,productize innovative platforms,6848821,100
Yozio,11/20/2022,Lost,Re-engineered object-oriented implementation,visualize global synergies,475582,20
Wikibox,06/17/2022,Discovery,Robust leading edge migration,mesh wireless applications,2871179,80
Zoombox,09/13/2022,Lost,Open-source needs-based neural-net,integrate frictionless systems,654591,60
Yodoo,08/02/2022,Commit,Fundamental interactive open architecture,revolutionize best-of-breed channels,7142481,100
Abata,11/25/2022,Upside,Down-sized contextually-based superstructure,engineer e-business experiences,3523782,80
Oyoyo,11/08/2022,Discovery,Upgradable analyzing artificial intelligence,grow sexy technologies,8062638,60
Flipopia,10/10/2022,Commit,Enhanced demand-driven matrices,monetize frictionless systems,9717258,20
Livetube,02/16/2023,Open,Profit-focused uniform system engine,reinvent intuitive initiatives,8470005,20
Mudo,02/07/2022,Upside,Function-based empowering architecture,reintermediate visionary vortals,585071,20
Muxo,08/30/2022,Open,Cross-group mobile project,harness best-of-breed e-markets,5887929,20
Livetube,02/25/2023,Upside,Automated intangible product,expedite next-generation relationships,4183954,100
Janyx,12/03/2022,Open,Automated systematic artificial intelligence,e-enable cross-media architectures,4485296,80
Avavee,04/14/2022,Commit,Optional real-time secured line,extend 24/7 relationships,162904,80
Livepath,06/04/2022,Open,Compatible multi-tasking capacity,grow dynamic content,1117781,60
Oozz,01/05/2022,Upside,Profit-focused foreground open architecture,revolutionize viral interfaces,7106348,80
Ailane,10/26/2022,Discovery,Monitored fresh-thinking definition,transform 24/7 ROI,8604901,60
Digitube,08/30/2022,Discovery,Team-oriented executive groupware,target sticky architectures,1915464,20
Skyble,01/28/2023,Upside,Fully-configurable fault-tolerant projection,reintermediate real-time applications,6571243,100
Skilith,01/26/2023,Upside,Open-architected scalable framework,extend enterprise communities,8845882,20
Eazzy,11/24/2022,Upside,Enterprise-wide empowering encoding,benchmark turn-key infrastructures,6500347,20
Gigashots,07/20/2022,Upside,Self-enabling national interface,productize out-of-the-box functionalities,6116044,80
Riffpedia,07/26/2022,Commit,Pre-emptive optimal alliance,utilize 24/365 supply-chains,2053761,20
Photolist,05/26/2022,Discovery,Configurable real-time emulation,strategize compelling platforms,3441112,60
Twitterworks,07/04/2022,Upside,Virtual cohesive customer loyalty,harness turn-key models,7585639,20
Devpulse,07/03/2022,Won,Vision-oriented web-enabled strategy,streamline clicks-and-mortar models,7081116,60
Eazzy,12/14/2022,Commit,Multi-lateral fresh-thinking benchmark,drive next-generation applications,2069358,100
Wordtune,07/26/2022,Lost,Multi-tiered modular info-mediaries,leverage plug-and-play networks,7150092,40
Devpulse,01/07/2022,Upside,Profound homogeneous solution,redefine bleeding-edge infomediaries,7796196,20
Yacero,07/06/2022,Commit,Polarised attitude-oriented archive,transition plug-and-play e-services,7437003,80
Oyonder,06/26/2022,Commit,Right-sized neutral local area network,transition open-source web services,3210521,100
Twinte,06/05/2022,Lost,Reactive directional emulation,implement innovative applications,1202996,60
Devpoint,10/24/2022,Commit,Virtual leading edge product,syndicate ubiquitous experiences,2003887,20
Ooba,11/01/2022,Discovery,Phased responsive solution,harness front-end relationships,9574806,40
Voonyx,01/16/2022,Commit,Re-contextualized bottom-line moratorium,reinvent leading-edge interfaces,2478642,80
Skipstorm,01/04/2023,Commit,Right-sized needs-based internet solution,revolutionize end-to-end content,9961822,60
Mybuzz,11/29/2022,Lost,Right-sized bifurcated circuit,e-enable frictionless relationships,6173038,40
Plambee,11/27/2022,Open,Enterprise-wide mobile success,morph dynamic e-markets,715788,20
Myworks,02/10/2023,Won,Streamlined high-level extranet,deliver best-of-breed web-readiness,2998353,60
Yotz,01/14/2022,Open,Grass-roots modular service-desk,reintermediate plug-and-play eyeballs,9241938,100
Yabox,09/06/2022,Discovery,Versatile reciprocal focus group,integrate visionary deliverables,2906251,20
Skiba,01/30/2022,Commit,Fundamental methodical process improvement,envisioneer seamless functionalities,860378,100
Browsezoom,12/02/2022,Commit,Pre-emptive object-oriented frame,grow visionary ROI,1310188,40
Jabberstorm,07/15/2022,Discovery,User-friendly analyzing hierarchy,enable revolutionary architectures,5707624,60
Flashpoint,03/31/2022,Discovery,Automated analyzing infrastructure,empower sexy synergies,4915938,60
Zoomzone,02/24/2023,Commit,Virtual next generation circuit,brand sticky partnerships,7650690,80
Camimbo,06/12/2022,Upside,Synergized responsive data-warehouse,maximize 24/7 e-tailers,5753437,40
Wikizz,11/03/2022,Open,Advanced responsive customer loyalty,recontextualize virtual bandwidth,6379152,40
Eimbee,04/18/2022,Open,Streamlined cohesive circuit,generate bleeding-edge paradigms,7562430,20
Dabvine,07/29/2022,Upside,Digitized human-resource internet solution,extend end-to-end deliverables,4033206,80
Topdrive,05/10/2022,Discovery,Cross-platform transitional productivity,evolve innovative initiatives,4452160,80
Einti,08/22/2022,Commit,Cross-group non-volatile matrix,empower front-end synergies,2431578,40
Dabvine,03/05/2023,Discovery,Team-oriented solution-oriented website,whiteboard vertical channels,3066057,40
Edgeify,05/26/2022,Upside,Configurable national project,integrate revolutionary e-commerce,9975763,100
Yabox,11/24/2022,Commit,Quality-focused static website,iterate out-of-the-box e-business,8316338,40
Ainyx,12/17/2022,Won,Distributed scalable matrix,deploy dynamic web services,3516101,20
Kwinu,04/04/2022,Upside,Vision-oriented fault-tolerant core,exploit virtual initiatives,7317431,40
Cogibox,04/07/2022,Won,Centralized bifurcated algorithm,iterate holistic systems,8469729,80
Brightdog,12/16/2022,Lost,Switchable scalable encoding,streamline frictionless e-services,2362263,20
Fadeo,10/29/2022,Commit,Advanced uniform Graphical User Interface,generate cross-platform mindshare,4005545,40
Dabshots,11/06/2022,Discovery,Compatible exuding encryption,cultivate seamless infomediaries,9110680,40
Yakidoo,08/17/2022,Open,Triple-buffered intermediate capacity,iterate frictionless portals,1428208,80
Agimba,03/27/2022,Lost,Expanded systemic encryption,facilitate end-to-end ROI,3591799,20
Zooxo,08/06/2022,Discovery,Multi-lateral maximized product,generate web-enabled methodologies,2907627,100
Jaxworks,02/11/2022,Upside,Open-architected user-facing capacity,extend viral schemas,4519435,20
Feedbug,12/10/2022,Lost,Ameliorated incremental capacity,disintermediate interactive e-commerce,5888776,20
Photobean,10/03/2022,Lost,Future-proofed mission-critical orchestration,matrix efficient e-commerce,2402647,60
Eidel,01/17/2022,Open,Open-architected needs-based project,envisioneer ubiquitous ROI,2395323,20
Oyoyo,12/08/2022,Discovery,Programmable needs-based extranet,reintermediate user-centric interfaces,7892917,20
Roomm,10/30/2022,Upside,Total bi-directional attitude,aggregate leading-edge models,7892866,60
Ntags,10/21/2022,Open,Reverse-engineered stable system engine,reintermediate enterprise synergies,3632289,60
Browseblab,01/24/2023,Won,Multi-tiered clear-thinking hub,strategize synergistic methodologies,8958093,60
Skiba,08/30/2022,Discovery,Mandatory multi-tasking hub,innovate revolutionary e-services,3801647,60
Voonte,02/01/2023,Open,Implemented background process improvement,repurpose one-to-one vortals,7704122,20
Twimbo,05/17/2022,Upside,Future-proofed stable orchestration,brand customized eyeballs,2908173,100
Omba,10/04/2022,Upside,Future-proofed mobile emulation,synthesize visionary applications,7022503,40
